,Book_ID,Book Title,Book Subtitle,Book Author,Book Narrator,Audio Runtime,Audiobook_Type,Categories,Rating,Total No. of Ratings,Price
1472,1473,The Poet,,Michael Connelly,Buck Schirner,15 hrs and 24 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.4,13591.0,$27.27 
1473,1474,Braving the Wilderness,The Quest for True Belonging and the Courage to Stand Alone,Brené Brown,Brené Brown,4 hrs and 12 mins,Unabridged Audiobook,Health & Wellness,4.7,24559.0,$21.00 
1474,1475,Star Wars: Darth Plagueis,,James Luceno,Daniel Davis,14 hrs and 45 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,21329.0,$31.50 
1475,1476,Storm Front,"The Dresden Files, Book 1",Jim Butcher,James Marsters,8 hrs and 1 min,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.5,47665.0,$27.99 
1476,1477,Knife of Dreams,Book Eleven of The Wheel of Time,Robert Jordan,Kate Reading,32 hrs and 19 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,15925.0,$55.93 
1477,1478,Sword of Destiny,,Andrzej Sapkowski,Peter Kenny,12 hrs and 48 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,16431.0,$25.08 
1478,1479,Not Even Bones,"Market of Monsters, Book 1",Rebecca Schaeffer,Almarie Guerra,10 hrs and 1 min,Unabridged Audiobook,Teen,4.7,445.0,$30.09 
1479,1480,The Stepsisters,A Novel,Susan Mallery,Tanya Eby,9 hrs and 57 mins,,,4.5 out of 5 stars,455.0,$30.79 
1480,1481,The Evening and the Morning,"Kingsbridge, Book 4",Ken Follett,John Lee,24 hrs and 19 mins,Unabridged Audiobook,Literature & Fiction,4.7,7855.0,$49.00 
1481,1482,Lucifer's Daughter,"Queen of the Damned Series, Book 1",Kel Carpenter,Hollie Jackson,4 hrs and 7 mins,Unabridged Audiobook,Romance,4.4,415.0,$17.49 
1482,1483,The Black Friend,On Being a Better White Person,Frederick Joseph,Miebaka Yohannes,5 hrs and 9 mins,Unabridged Audiobook,Teen,4.9,178.0,$25.19 
1483,1484,Alone,,E. J. Noyes,Abby Craden,9 hrs and 52 mins,Unabridged Audiobook,LGBTQ+,4.7,977.0,$19.95 
1484,1485,A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,,Matthew R. Kratter,Mike Norgaard,1 hr and 42 mins,Unabridged Audiobook,Money & Finance,4.6,1462.0,$6.95 
1485,1486,Devoted,,Dean Koontz,Edoardo Ballerini,11 hrs and 24 mins,Unabridged Audiobook,Literature & Fiction,4.4,8111.0,$30.09 
1486,1487,The Outsider,,Stephen King,Will Patton,18 hrs and 41 mins,Unabridged Audiobook,Literature & Fiction,4.6,54768.0,$34.99 
1487,1488,Trusting Skylar,"Silverstone, Book 1",Susan Stoker,Lucy Rivers,10 hrs and 15 mins,Unabridged Audiobook,Romance,4.6,471.0,$30.09 
1488,1489,Warbreaker,,Brandon Sanderson,Alyssa Bresnahan,24 hrs and 56 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,22292.0,$24.49 
1489,1490,A Small Town,,Thomas Perry,Christina Delaine,11 hrs and 3 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.2,498.0,$20.99 
1490,1491,The Best of Me,,David Sedaris,David Sedaris,13 hrs and 8 mins,Unabridged Audiobook,Literature & Fiction,4.7,1433.0,$30.79 
1491,1492,Take Control of Your Life,How to Silence Fear and Win the Mental Game,Mel Robbins,Mel Robbins,10 hrs and 3 mins,Unabridged Audiobook,Health & Wellness,4.8,16153.0,$29.95 
1492,1493,Drums of Autumn,"Outlander, Book 4",Diana Gabaldon,Davina Porter,44 hrs and 50 mins,Unabridged Audiobook,Romance,4.8,34937.0,$41.99 
1493,1494,A Breath of Snow and Ashes,"Outlander, Book 6",Diana Gabaldon,Davina Porter,57 hrs and 48 mins,Unabridged Audiobook,Romance,4.8,17459.0,$48.99 
1494,1495,The Demon-Haunted World,Science as a Candle in the Dark,Carl Sagan,Cary Elwes,17 hrs and 23 mins,Unabridged Audiobook,Science & Engineering,4.7,3357.0,$17.49 
1495,1496,Towers of Midnight,"Wheel of Time, Book 13",Robert Jordan,Michael Kramer,38 hrs and 23 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.9,24003.0,$63.93 
1496,1497,Fugitive Telemetry,"Murderbot Diaries, Book 6",Martha Wells,Kevin R. Free,4 hrs and 24 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,1348.0,$17.49 
1497,1498,The Rational Male,,Rollo Tomassi,Sam Botta,14 hrs and 20 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.7,5290.0,$24.95 
1498,1499,An Echo in the Bone,"Outlander, Book 7",Diana Gabaldon,Davina Porter,45 hrs and 59 mins,Unabridged Audiobook,Romance,4.8,22517.0,$41.99 
1499,1500,The Gulag Archipelago 1918-1956,An Experiment in Literary Investigation,Aleksandr I. Solzhenitsyn,Ignat Solzhenitsyn,21 hrs and 53 mins,Abridged Audiobook,History,4.9,1002.0,$49.05 
1500,1501,The X Ingredient,,Roslyn Sinclair,Anastasia Watley,11 hrs and 7 mins,Unabridged Audiobook,Erotica,4.8,636.0,$20.99 
1501,1502,You Are Enough,"Revealing the Soul to Discover Your Power, Potential, and Possibility",Panache Desai,Panache Desai,4 hrs and 25 mins,Unabridged Audiobook,Politics & Social Sciences,4.7,146.0,$20.52 
1502,1503,Predator: Stalking Shadows,,James A. Moore,James Patrick Cronin,8 hrs and 54 mins,Unabridged Audiobook,Literature & Fiction,4.5,313.0,$24.47 
1503,1504,Stay Close,,Harlan Coben,Scott Brick,11 hrs and 8 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.1,4172.0,$29.99 
1504,1505,"Good Morning, Good Life",5 Simple Habits to Master Your Mornings and Upgrade Your Life,Amy Schmittauer Landino,Amy Schmittauer Landino,5 hrs,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.7,407.0,$19.95 
1505,1506,Madam,A Novel,Phoebe Wynne,Nathalie Buscombe,13 hrs and 52 mins,Unabridged Audiobook,Literature & Fiction,4.4,25.0,$25.51 
1506,1507,Dance Upon the Air,"Three Sisters Island Trilogy, Book 1",Nora Roberts,Sandra Burr,9 hrs and 45 mins,Unabridged Audiobook,Romance,4.4,5167.0,$21.44 
1507,1508,Somebody to Love,"A Tyler Jamison Novel, Book 1",April Wilson,J.F. Harding,8 hrs and 59 mins,Unabridged Audiobook,LGBTQ+,4.5,344.0,$19.95 
1508,1509,The Complete Fiction of H.P. Lovecraft,,H.P. Lovecraft,Andrew Leman,51 hrs and 40 mins,Unabridged Audiobook,Literature & Fiction,4.6,1160.0,$35.00 
1509,1510,Don't Make a Sound,"Sawyer Brooks, Book 1",T.R. Ragan,Jennica Damon,8 hrs and 6 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.3,841.0,$25.19 
1510,1511,Heir of Fire,"Throne of Glass, Book 3",Sarah J. Maas,Elizabeth Evans,20 hrs and 40 mins,Unabridged Audiobook,Teen,4.7,8950.0,$29.95 
1511,1512,Moon Called,"Mercy Thompson, Book 1",Patricia Briggs,Lorelei King,9 hrs and 14 mins,Unabridged Audiobook,Romance,4.5,12155.0,$28.00 
1512,1513,With the Old Breed,At Peleliu and Okinawa,E. B. Sledge,Marc Vietor,13 hrs and 58 mins,Unabridged Audiobook,Biographies & Memoirs,4.9,7300.0,$29.95 
1513,1514,My Grandmother's Hands,Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,Resmaa Menakem MSW LICSW SEP,Cary Hite,10 hrs and 18 mins,Unabridged Audiobook,Health & Wellness,4.9,130.0,$15.37 
1514,1515,The Women of the Bible Speak,The Wisdom of 16 Women and Their Lessons for Today,Shannon Bream,Shannon Bream,6 hrs and 34 mins,Unabridged Audiobook,Biographies & Memoirs,4.9,187.0,$23.95 
1515,1516,The Fiery Cross,"Outlander, Book 5",Diana Gabaldon,Davina Porter,55 hrs and 30 mins,Unabridged Audiobook,Romance,4.8,28199.0,$48.99 
1516,1517,Infinite,,Jeremy Robinson,R.C. Bray,10 hrs and 21 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.4,17770.0,$24.95 
1517,1518,Rewire Your Anxious Brain,"How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry",Catherine M. Pittman PhD,Susannah Mars,6 hrs and 30 mins,Unabridged Audiobook,Health & Wellness,4.6,1061.0,$19.95 
1518,1519,Letters from an Astrophysicist,,Neil deGrasse Tyson,Neil deGrasse Tyson,5 hrs and 35 mins,Unabridged Audiobook,Biographies & Memoirs,4.7,1294.0,$29.95 
1519,1520,Badass Habits,"Cultivate the Awareness, Boundaries, and Daily Upgrades You Need to Make Them Stick",Jen Sincero,Jen Sincero,4 hrs and 51 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,720.0,$24.50 
1520,1521,Crown of Midnight,,Sarah J. Maas,Elizabeth Evans,12 hrs and 43 mins,Unabridged Audiobook,Teen,4.8,680.0,$20.17 
1521,1522,The Purpose Driven Life,What on Earth Am I Here For?,Rick Warren,Rick Warren,9 hrs and 38 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.5,4224.0,$31.93 
1522,1523,Written in My Own Heart's Blood,"Outlander, Book 8",Diana Gabaldon,Davina Porter,45 hrs,Unabridged Audiobook,Romance,4.8,20635.0,$34.99 
1523,1524,Lock In (Narrated by Amber Benson),,John Scalzi,Amber Benson,10 hrs and 56 mins,Unabridged Audiobook,Literature & Fiction,4.2,3023.0,$19.95 
1524,1525,Edgedancer,From the Stormlight Archive,Brandon Sanderson,Kate Reading,6 hrs and 23 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,14908.0,$18.89 
1525,1526,Facing the Mountain,A True Story of Japanese American Heroes in World War II,Daniel James Brown,Louis Ozawa,17 hrs and 40 mins,Unabridged Audiobook,History,4.7,43.0,$35.00 
1526,1527,Peace Talks,"Dresden Files, Book 16",Jim Butcher,James Marsters,12 hrs and 52 mins,Unabridged Audiobook,Literature & Fiction,4.7,16891.0,$35.00 
1527,1528,Star Wars: The High Republic: Into the Dark,,Claudia Gray,Dan Bittner,11 hrs and 11 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.6,2253.0,$38.50 
1528,1529,Grinding It Out,The Making of McDonald's,Ray Kroc,Stephen Bel Davies,6 hrs and 58 mins,Unabridged Audiobook,Biographies & Memoirs,4.6,694.0,$17.49 
1529,1530,Midnight in the Garden of Good and Evil,,John Berendt,Jeff Woodman,15 hrs and 4 mins,Unabridged Audiobook,Biographies & Memoirs,4.5,5287.0,$31.93 
1530,1531,The Seven Spiritual Laws of Success,,Deepak Chopra MD,Deepak Chopra,1 hr and 26 mins,Original Recording Audiobook,Business & Careers,4.8,6450.0,$8.95 
1531,1532,The Loyal Wife,,Natalie Barelli,Shiromi Arserio,7 hrs and 8 mins,Unabridged Audiobook,Literature & Fiction,4.2,944.0,$17.49 
1532,1533,The Sister-in-Law,An Utterly Gripping Psychological Thriller,Sue Watson,Diana Croft,10 hrs and 40 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.2,584.0,$24.95 
1533,1534,"The Lion, the Witch, and the Wardrobe",The Chronicles of Narnia,C. S. Lewis,Michael York,4 hrs and 21 mins,Unabridged Audiobook,Children's Audiobooks,4.7,15170.0,$20.52 
1534,1535,Slow Burn Box Set,The Complete First Saga in the Post-Apocalyptic Series (Books 1-9),Bobby Adair,Phil Thron,55 hrs and 16 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,673.0,$29.95 
1535,1536,The Mastery of Self,A Toltec Guide to Personal Freedom,Don Miguel Ruiz Jr.,Charlie Varon,3 hrs and 30 mins,Unabridged Audiobook,Politics & Social Sciences,4.8,2479.0,$14.95 
1536,1537,Extreme Weight Loss Hypnosis,"Self-Hypnosis, Guided Meditations & Affirmations for Healthy Eating Habits, Burning Fat, Overcoming Emotional Eating, Food Addiction & Mindfulness",Jessica Jacobs,Serena Lehman,5 hrs and 7 mins,Unabridged Audiobook,Health & Wellness,4.5,110.0,$19.95 
1537,1538,The Ultimate Evil,The Search for the Sons of Sam,Maury Terry,Keith Szarabajka,24 hrs and 52 mins,Unabridged Audiobook,Biographies & Memoirs,4.4,62.0,$38.47 
1538,1539,The Unforgiven,"Krewe of Hunters, Book 33",Heather Graham,Roger Wayne,8 hrs and 50 mins,Unabridged Audiobook,Literature & Fiction,4.8,32.0,$30.79 
1539,1540,Ruins of the Earth,"Ruins of the Earth, Book 1",Christopher Hopper,R.C. Bray,15 hrs and 59 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,1376.0,$39.99 
1540,1541,Troubled Blood,"A Cormoran Strike Novel, Book 5",Robert Galbraith,Robert Glenister,31 hrs and 51 mins,Unabridged Audiobook,Literature & Fiction,4.8,7835.0,$30.79 
1541,1542,The Last Flight,A Novel,Julie Clark,Khristine Hvam,9 hrs and 23 mins,Unabridged Audiobook,Literature & Fiction,4.5,4590.0,$19.95 
1542,1543,Stop Doing That Sh*t,End Self-Sabotage and Demand Your Life Back,Gary John Bishop,Gary John Bishop,4 hrs and 41 mins,Unabridged Audiobook,Business & Careers,4.8,5446.0,$20.52 
1543,1544,Fortune and Glory,Tantalizing Twenty-Seven,Janet Evanovich,Lorelei King,7 hrs and 13 mins,Unabridged Audiobook,Literature & Fiction,4.6,2598.0,$20.99 
1544,1545,How to Win Friends and Influence People in the Digital Age,,Dale Carnegie & Associates,Robert Petkoff,7 hrs and 6 mins,Unabridged Audiobook,Business & Careers,4.6,5339.0,$20.99 
1545,1546,News of the World,A Novel,Paulette Jiles,Grover Gardner,6 hrs and 17 mins,Unabridged Audiobook,Literature & Fiction,4.7,1919.0,$23.95 
1546,1547,Rich Dad Advisors: Tax-Free Wealth,How to Build Massive Wealth by Permanently Lowering Your Taxes,Tom Wheelwright,Tom Wheelwright,8 hrs and 59 mins,Unabridged Audiobook,Money & Finance,4.8,1609.0,$28.50 
1547,1548,A Pocket Full of Rye,A Miss Marple Mystery,Agatha Christie,Richard E. Grant,6 hrs and 51 mins,Unabridged Audiobook,Literature & Fiction,4.6,871.0,$21.67 
1548,1549,Don't Stop Believin',,Olivia Newton-John,Olivia Newton-John,7 hrs and 27 mins,Unabridged Audiobook,Arts & Entertainment,4.6,497.0,$20.99 
1549,1550,A Lady Compromised,,Darcie Wilde,Rosalyn Landor,11 hrs and 3 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.5,269.0,$27.99 
1550,1551,Rich Dad's Guide to Investing,What the Rich Invest In That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,Tim Wheeler,14 hrs and 27 mins,Unabridged Audiobook,Money & Finance,4.7,4649.0,$29.99 
1551,1552,The Girl Who Lived,A Thrilling Suspense Novel,Christopher Greyson,Amy McFadden,9 hrs and 40 mins,Unabridged Audiobook,Literature & Fiction,4.2,6490.0,$19.95 
1552,1553,Iron Gold,,Pierce Brown,Tim Gerard Reynolds,23 hrs and 23 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.6,15727.0,$41.99 
1553,1554,Long Road to Mercy,,David Baldacci,Brittany Pressley,11 hrs and 9 mins,Unabridged Audiobook,Literature & Fiction,4.3,13990.0,$30.79 
1554,1555,Horus Rising,"The Horus Heresy, Book 1",Dan Abnett,Toby Longworth,12 hrs and 14 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,7680.0,$32.71 
1555,1556,Arcanum Unbounded: The Cosmere Collection,,Brandon Sanderson,Michael Kramer,22 hrs and 31 mins,Unabridged Audiobook,Literature & Fiction,4.8,14108.0,$48.99 
1556,1557,Is This Anything?,,Jerry Seinfeld,Jerry Seinfeld,6 hrs and 19 mins,Unabridged Audiobook,Arts & Entertainment,4.4,1718.0,$23.62 
1557,1558,From Scratch,"A Memoir of Love, Sicily, and Finding Home",Tembi Locke,Tembi Locke,10 hrs and 17 mins,Unabridged Audiobook,Biographies & Memoirs,4.6,3424.0,$27.99 
1558,1559,The Coaching Habit,"Say Less, Ask More & Change the Way You Lead Forever",Michael Bungay Stanier,Daniel Maté,3 hrs and 3 mins,Unabridged Audiobook,Business & Careers,4.3,4441.0,$14.95 
1559,1560,Kingdom of Ash,,Sarah J. Maas,Elizabeth Evans,33 hrs and 11 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,9425.0,$39.95 
1560,1561,Morning Star,Book III of the Red Rising Trilogy,Pierce Brown,Tim Gerard Reynolds,21 hrs and 50 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,36539.0,$31.49 
1561,1562,The Chris Farley Show,A Biography in Three Acts,Tom Farley,Therese Plummer,9 hrs and 51 mins,Unabridged Audiobook,Arts & Entertainment,4.7,1754.0,$21.95 
1562,1563,"F--k Your Feelings: Master Your Mind, Accomplish Anything and Become a More Significant Human",,Ryan Munsey,Ryan Munsey,9 hrs and 15 mins,Unabridged Audiobook,Business & Careers,4.5,894.0,$19.95 
1563,1564,The Burning,"Massacre, Destruction, and the Tulsa Race Riot of 1921",Tim Madigan,Bill Andrew Quinn,10 hrs and 5 mins,Unabridged Audiobook,History,4.8,128.0,$20.99 
1564,1565,Re-Start,"Level UP Series, Book 1",Dan Sugralinov,Ramon De Ocampo,15 hrs and 3 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.5,1114.0,$20.99 
1565,1566,Chaos,"Charles Manson, the CIA, and the Secret History of the Sixties",Tom O'Neill,Kevin Stillwell,16 hrs and 15 mins,Unabridged Audiobook,Biographies & Memoirs,4.7,6063.0,$30.79 
1566,1567,My Own Words,,Ruth Bader Ginsburg,Linda Lavin,13 hrs and 16 mins,Unabridged Audiobook,Biographies & Memoirs,4.5,3412.0,$24.49 
1567,1568,Hench,A Novel,Natalie Zina Walschots,Alex McKenna,14 hrs and 14 mins,Unabridged Audiobook,Literature & Fiction,4.4,574.0,$34.22 
1568,1569,Unfaithful,,Natalie Barelli,Emily Rankin,9 hrs and 43 mins,Unabridged Audiobook,Literature & Fiction,4.3,1474.0,$34.99 
1569,1570,Fool Moon,"The Dresden Files, Book 2",Jim Butcher,James Marsters,10 hrs and 6 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.6,31470.0,$27.99 
1570,1571,Scamps & Scoundrels,"Bad Guys, Book 1",Eric Ugland,Neil Hellegers,11 hrs and 29 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,1353.0,$20.99 
1571,1572,Signs,The Secret Language of the Universe,Laura Lynne Jackson,Laura Lynne Jackson,9 hrs and 20 mins,Unabridged Audiobook,Religion & Spirituality,4.8,2560.0,$28.00 
1572,1573,Don't Let Go,,Harlan Coben,Steven Weber,8 hrs and 42 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.4,9277.0,$24.99 
1573,1574,Set Fire to the Gods,,Sara Raasch,Andrew Eiden,12 hrs and 41 mins,Unabridged Audiobook,Teen,4.5,40.0,$34.22 
1574,1575,21 Lessons for the 21st Century,,Yuval Noah Harari,Derek Perkins,11 hrs and 50 mins,Unabridged Audiobook,Politics & Social Sciences,4.7,11316.0,$27.95 
1575,1576,Relationship Goals,"How to Win at Dating, Marriage, and Sex",Michael Todd,Ameen Gaines,5 hrs and 51 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,2585.0,$24.50 
1576,1577,Rhett & Link's Book of Mythicality,"A Field Guide to Curiosity, Creativity, and Tomfoolery",Rhett McLaughlin,Link Neal,5 hrs and 43 mins,Unabridged Audiobook,Biographies & Memoirs,4.7,3155.0,$29.95 
1577,1578,Tower of Dawn,A Throne of Glass Novel,Sarah J. Maas,Elizabeth Evans,22 hrs and 39 mins,Unabridged Audiobook,Teen,4.8,8215.0,$34.94 
1578,1579,Big Summer,A Novel,Jennifer Weiner,Danielle Macdonald,10 hrs and 54 mins,Unabridged Audiobook,Literature & Fiction,4.2,3523.0,$27.99 
1579,1580,The Tyranny of Big Tech,,Josh Hawley,Tom Parks,6 hrs and 23 mins,Unabridged Audiobook,Politics & Social Sciences,4.9,132.0,$19.95 
1580,1581,The Next Always,"Inn BoonsBoro Trilogy, Book 1",Nora Roberts,MacLeod Andrews,11 hrs and 21 mins,Unabridged Audiobook,Literature & Fiction,4.4,7401.0,$29.99 
1581,1582,Still Life,"Chief Inspector Gamache, Book 1",Louise Penny,Ralph Cosham,9 hrs and 34 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.3,11191.0,$27.99 
1582,1583,The Woman with the Blue Star,,Pam Jenoff,Jennifer Jill Araya,12 hrs and 20 mins,Unabridged Audiobook,Literature & Fiction,4.3,107.0,$30.79 
1583,1584,Sycamore Row,,John Grisham,Michael Beck,20 hrs and 46 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.6,25863.0,$35.00 
1584,1585,Learn Spanish Mastery,"How to Speak a New Language in Less than 21 Days. Grammar Lessons, Conversations & Dialogues, Short Stories, 1001 Common Phrases & Words, Vocabulary.",Paul Sánchez,Enrique Aparicio,22 hrs and 17 mins,Unabridged Audiobook,Education & Learning,4.9,512.0,$29.95 
1585,1586,How to Be a 3% Man,,Corey Wayne,Corey Wayne,7 hrs and 33 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,11459.0,$19.95 
1586,1587,Killing Crazy Horse,The Merciless Indian Wars in America,Bill O'Reilly,Bill O'Reilly,9 hrs and 27 mins,Unabridged Audiobook,History,4.8,2631.0,$27.99 
1587,1588,The Tales of Beedle the Bard,A Harry Potter Hogwarts Library Book,J.K. Rowling,Warwick Davis,1 hr and 35 mins,Unabridged Audiobook,Children's Audiobooks,4.6,17741.0,$14.95 
1588,1589,The Water Dancer (Oprah’s Book Club),A Novel,Ta-Nehisi Coates,Joe Morton,14 hrs and 14 mins,Unabridged Audiobook,Literature & Fiction,4.7,11636.0,$31.50 
1589,1590,The Selfish Gene,,Richard Dawkins,Richard Dawkins,16 hrs and 12 mins,Unabridged Audiobook,Science & Engineering,4.4,7865.0,$24.95 
1590,1591,Watchers,,Dean Koontz,Edoardo Ballerini,16 hrs and 31 mins,Unabridged Audiobook,Literature & Fiction,4.7,17451.0,$29.99 
1591,1592,Mary Jane,A Novel,Jessica Anya Blau,Caitlin Kinnunen,9 hrs and 44 mins,Unabridged Audiobook,Literature & Fiction,4.7,80.0,$30.79 
1592,1593,Tiamat's Wrath,"The Expanse, Book 8",James S. A. Corey,Jefferson Mays,19 hrs and 8 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.9,13979.0,$38.49 
1593,1594,Alone at Dawn,Medal of Honor Recipient John Chapman and the Untold Story of the World's Deadliest Special Operations Force,Dan Schilling,Kiff VandenHeuvel,11 hrs and 23 mins,Unabridged Audiobook,Biographies & Memoirs,4.8,4042.0,$29.65 
1594,1595,Decluttering at the Speed of Life,Winning Your Never-Ending Battle with Stuff,Dana K. White,Dana K. White,6 hrs and 6 mins,Unabridged Audiobook,Home & Garden,4.7,3086.0,$23.95 
1595,1596,Lonesome Dove,,Larry McMurtry,Lee Horsley,36 hrs and 47 mins,Unabridged Audiobook,Literature & Fiction,4.9,3644.0,$55.97 
1596,1597,Valkyrie,"Expeditionary Force, Book 9",Craig Alanson,R.C. Bray,19 hrs and 45 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,14715.0,$44.99 
